year,district,govR,govD,presD,presR,shD,shR,black,latino,hhinc,bach,dem_challenger,gained_challenger,lost_challenger
2013,18,0.598,0.39,0.4092154974,0.5907845026,0,1,0.0629505869,0.0585564083,79566,0.3086874174,0,NA,NA
2013,19,0.712,0.279,0.3595199127,0.6404800873,0,1,0.0720146891,0.0140939597,50337,0.1946016771,0,NA,NA
2013,20,0.574,0.409,0.4213896199,0.5786103801,0.24,0.76,0.0881489728,0.0370913875,46818,0.2590566842,1,NA,NA
2013,21,0.424,0.563,0.5260297886,0.4739702114,0.43,0.57,0.2186465877,0.0858112321,75442,0.3172894468,1,NA,NA
2013,22,0.661,0.33,0.3818953324,0.6181046676,0,1,0.2001918034,0.0248373313,45358,0.2482610437,0,NA,NA
2013,23,0.626,0.362,0.3447090656,0.6552909344,0,1,0.1598787626,0.0294503822,50844,0.3633225104,0,NA,NA
2013,24,0.653,0.337,0.377547197,0.622452803,0.29,0.71,0.079534815,0.0233208496,45855,0.2134041669,1,NA,NA
2013,25,0.574,0.414,0.3830006796,0.6169993204,0.34,0.66,0.0296406486,0.0324190753,62042,0.3602263426,1,NA,NA
2013,26,0.528,0.457,0.4397277696,0.5602722304,0,1,0.0502613591,0.1374441212,44597,0.3044936858,0,NA,NA
2013,27,0.476,0.509,0.4591000859,0.5408999141,0.41,0.59,0.1998606135,0.0648636091,71634,0.3761798648,1,NA,NA
2013,28,0.478,0.508,0.5004472393,0.4995527607,0.4,0.6,0.1827657762,0.1080137701,81509,0.3543860321,1,NA,NA
2013,29,0.607,0.381,0.3937814934,0.6062185066,0,1,0.0633545813,0.0936207484,59776,0.2825708406,0,NA,NA
2013,30,0.61,0.379,0.4324728562,0.5675271438,0,1,0.1372539572,0.0656756692,60213,0.2296426996,0,NA,NA
2013,31,0.427,0.564,0.5375898286,0.4624101714,0.47,0.53,0.2018396226,0.1542924528,115004,0.390975117,1,NA,NA
2013,32,0.37,0.619,0.5282258065,0.4717741935,0.47,0.53,0.0831464646,0.1100776564,123674,0.6301910983,1,NA,NA
2013,33,0.54,0.447,0.4255344503,0.5744655497,0.375,0.625,0.039390787,0.0737671385,103131,0.446253183,1,NA,NA
2013,34,0.393,0.6,0.5023640924,0.4976359076,0.5,0.5,0.034199925,0.0767471964,174557,0.7472667999,1,NA,NA
2013,35,0.293,0.697,0.6058070496,0.3941929504,1,0,0.0649792944,0.1112556855,112868,0.7075621875,1,NA,NA
2013,36,0.253,0.736,0.6488126192,0.3511873808,1,0,0.0840157719,0.1152684258,114950,0.6927747939,1,NA,NA
2013,37,0.305,0.683,0.6127012015,0.3872987985,0.57,0.43,0.0813700659,0.1256331836,102474,0.5836701846,1,NA,NA
2013,38,0.263,0.728,0.6724475704,0.3275524296,0.75,0.25,0.0841484917,0.332862353,84669,0.4403684238,1,NA,NA
2013,39,0.302,0.691,0.6262061321,0.3737938679,1,0,0.1053925644,0.1997980758,108852,0.4887493459,1,NA,NA
2013,40,0.444,0.547,0.48064821,0.51935179,0.35,0.65,0.0715104665,0.092620829,132983,0.612245268,1,NA,NA
2013,41,0.331,0.659,0.5887733017,0.4112266983,1,0,0.0553782662,0.1248170454,122845,0.6202761693,1,NA,NA
2013,42,0.387,0.606,0.5329478376,0.4670521624,0.37,0.63,0.0960928471,0.1037399493,130887,0.6180922276,1,NA,NA
2013,43,0.266,0.724,0.6601435261,0.3398564739,0.6547497446,0.3452502554,0.1950708163,0.1433446701,110196,0.5777903044,1,NA,NA
2013,44,0.3,0.692,0.6558169896,0.3441830104,1,0,0.1797335163,0.2574827014,84673,0.4429370505,1,NA,NA
2013,45,0.222,0.769,0.6874396036,0.3125603964,1,0,0.0976412507,0.1403563166,110696,0.7439728609,1,NA,NA
2013,46,0.197,0.795,0.7458478904,0.2541521096,0.6715092817,0.3284907183,0.2890426172,0.18029013,73081,0.5244454785,1,NA,NA
2013,47,0.193,0.796,0.6938941249,0.3061058751,0.78,0.22,0.0449420214,0.1401665028,115209,0.7578976035,1,NA,NA
2013,48,0.257,0.735,0.6408107035,0.3591892965,1,0,0.0372651829,0.0808491915,133567,0.8106567449,1,NA,NA
2013,49,0.17,0.82,0.7605718503,0.2394281497,1,0,0.1881535429,0.2550919275,79809,0.5464340841,1,NA,NA
2013,50,0.412,0.576,0.5481378458,0.4518621542,0.41,0.59,0.1360879973,0.2678901174,90166,0.3517318436,1,NA,NA
2013,51,0.436,0.553,0.5192326635,0.4807673365,0,1,0.1571711355,0.1498050507,111150,0.4588779,0,NA,NA
2013,52,0.233,0.757,0.7334841009,0.2665158991,1,0,0.3068507771,0.3049162831,70011,0.2596620703,1,NA,NA
2013,53,0.242,0.746,0.6752409849,0.3247590151,1,0,0.0475719831,0.1971945033,102167,0.6051925103,1,NA,NA
2013,54,0.527,0.461,0.4665311689,0.5334688311,0,1,0.1784274793,0.092988693,82697,0.3068005193,0,NA,NA
2013,55,0.58,0.405,0.4055478109,0.5944521891,0.4,0.6,0.156579351,0.0273725538,74013,0.308248143,1,NA,NA
2013,56,0.58,0.409,0.3789879121,0.6210120879,0,1,0.1146340869,0.0250803937,80709,0.4160700645,0,NA,NA
2013,57,0.197,0.792,0.7135194785,0.2864805215,1,0,0.1648222888,0.0683031329,51357,0.504771364,1,NA,NA
2013,58,0.549,0.439,0.4184373025,0.5815626975,0,1,0.0659605604,0.0411668746,66439,0.3390978332,0,NA,NA
2013,59,0.63,0.36,0.407167416,0.592832584,0,1,0.192987363,0.0251086984,49762,0.1918965946,0,NA,NA
2013,60,0.587,0.405,0.4813327513,0.5186672487,0,1,0.3410893639,0.017576616,36876,0.1728421256,0,NA,NA
2013,61,0.612,0.381,0.4541554531,0.5458445469,0.29,0.71,0.3325243965,0.0219311762,40634,0.1506854225,1,NA,NA
2013,62,0.494,0.495,0.470101196,0.529898804,0.4,0.6,0.2643975155,0.0762981366,61873,0.2319296841,1,NA,NA
2013,63,0.32,0.672,0.7326630233,0.2673369767,1,0,0.5808109436,0.0531433826,42351,0.1570480131,1,NA,NA
2013,64,0.591,0.399,0.4184795786,0.5815204214,0,1,0.2455004321,0.0261895517,62725,0.2464319026,0,NA,NA
2013,65,0.608,0.38,0.3490580726,0.6509419274,0,1,0.130102414,0.0253718605,78959,0.3970961501,0,NA,NA
2013,66,0.599,0.391,0.3726367922,0.6273632078,0,1,0.1932712956,0.0443444184,74203,0.3296247305,0,NA,NA
2013,67,0.362,0.627,0.5449947763,0.4550052237,0,1,0.0618354611,0.0990310294,130162,0.6516970786,0,NA,NA
2013,68,0.422,0.567,0.4446740176,0.5553259824,0.3760762117,0.6239237883,0.0837879969,0.0330280592,80238,0.6180032454,1,NA,NA
2013,69,0.125,0.861,0.8570438799,0.1429561201,1,0,0.5585920681,0.1043869301,37308,0.2538908616,1,NA,NA
2013,70,0.186,0.805,0.7996928661,0.2003071339,1,0,0.5647611721,0.1498834107,44803,0.1905212925,1,NA,NA
2013,71,0.107,0.881,0.8689599352,0.1310400648,0.88,0.12,0.5720907928,0.0227228015,34448,0.3375662608,1,NA,NA
2013,72,0.455,0.532,0.4560534152,0.5439465848,0,1,0.1389720172,0.0623084902,73030,0.4995903598,0,NA,NA
2013,73,0.451,0.535,0.4713095386,0.5286904614,0,1,0.1363973052,0.0835243907,59816,0.4273230707,0,NA,NA
2013,74,0.236,0.754,0.7558539022,0.2441460978,0.79,0.21,0.6064520811,0.0332885776,48240,0.2325020404,1,NA,NA
2013,75,0.434,0.559,0.6252865107,0.3747134893,1,0,0.5276133996,0.0256770747,37706,0.1228755858,1,NA,NA
2013,76,0.492,0.498,0.4527978275,0.5472021725,0,1,0.2497143751,0.0404565189,81654,0.3306591384,0,NA,NA
2013,77,0.213,0.773,0.7850857273,0.2149142727,1,0,0.5949960521,0.0528770233,43110,0.1603358657,1,NA,NA
2013,78,0.548,0.441,0.3971627795,0.6028372205,0,1,0.159215658,0.0515792768,80361,0.3667022033,0,NA,NA
2013,79,0.334,0.652,0.628430654,0.371569346,1,0,0.3062669499,0.07206124,52004,0.2806924705,1,NA,NA
2013,80,0.235,0.753,0.7601967942,0.2398032058,1,0,0.5757653875,0.0327637426,45489,0.2292404639,1,NA,NA
2013,81,0.549,0.439,0.4210187165,0.5789812835,0.3,0.7,0.1964471063,0.0561328577,67073,0.3008356546,1,NA,NA
2013,82,0.525,0.464,0.4076888011,0.5923111989,0.35,0.65,0.1066090512,0.0490262085,66729,0.4420490781,1,NA,NA
2013,83,0.483,0.503,0.4676518032,0.5323481968,0,1,0.1608678301,0.0681469119,61412,0.3450029713,0,NA,NA
2013,84,0.467,0.521,0.4967880717,0.5032119283,0,1,0.1976474023,0.0857712847,71843,0.2939759943,0,NA,NA
2013,85,0.453,0.533,0.4987171352,0.5012828648,0,1,0.1920934033,0.0809107567,64514,0.2949792306,0,NA,NA
2013,86,0.311,0.678,0.6093758429,0.3906241571,0.5448679966,0.4551320034,0.0971074623,0.2392426041,118112,0.5674406239,1,NA,NA
2013,87,0.347,0.64,0.5700969626,0.4299030374,0.4991472774,0.5008527226,0.0808323725,0.1471037171,120501,0.5855764782,1,NA,NA
2013,88,0.544,0.444,0.440636347,0.559363653,0,1,0.1585482108,0.0969215746,80814,0.3363780851,0,NA,NA
2013,89,0.17,0.817,0.8173166346,0.1826833654,1,0,0.5571239094,0.0559253355,40361,0.2974878364,1,NA,NA
2013,90,0.193,0.799,0.7966277317,0.2033722683,1,0,0.5656865585,0.0787949015,45480,0.204711161,1,NA,NA
2013,91,0.515,0.473,0.4432418093,0.5567581907,0,1,0.1958511906,0.052443385,69496,0.3592333295,0,NA,NA
2013,92,0.191,0.8,0.8098063302,0.1901936698,1,0,0.6148841299,0.0496388871,40298,0.1866614359,1,NA,NA
2013,93,0.383,0.606,0.5710676425,0.4289323575,0.55,0.45,0.2247990844,0.0845166078,61758,0.385907106,1,NA,NA
2013,94,0.427,0.56,0.5269298603,0.4730701397,0.42,0.58,0.2396696228,0.0776849235,60192,0.3038836424,1,NA,NA
2013,95,0.221,0.769,0.7866111224,0.2133888776,0.77,0.23,0.6223643808,0.0602354145,39474,0.1711946185,1,NA,NA
2013,96,0.527,0.463,0.4177443673,0.5822556327,0.39,0.61,0.1451883193,0.0567750983,75240,0.4330515638,1,NA,NA
2013,97,0.683,0.305,0.3005163585,0.6994836415,0.21,0.79,0.116009964,0.0245419852,73016,0.2863036886,1,NA,NA
2013,98,0.621,0.368,0.3982831383,0.6017168617,0,1,0.1625874567,0.0224167109,56101,0.2198504018,0,NA,NA
2013,99,0.59,0.401,0.4482345901,0.5517654099,0,1,0.2492538586,0.0416377347,57212,0.2418620513,0,NA,NA
2013,100,0.463,0.527,0.5514779667,0.4485220333,0.43,0.57,0.2983256858,0.0891584497,41013,0.2009044151,1,NA,NA
2017,1,0.7417904857,0.2582095143,0.1803359521,0.8196640479,0.2379779317,0.7620220683,0.0346280612,0.01051358,35170,0.1156689224,1,1,0
2017,2,0.4406442505,0.5593557495,0.6070901479,0.3929098521,0.6267454081,0.3732545919,0.0224443606,0.0060499666,33008,0.1123070413,1,0,0
2017,3,0.7376436949,0.2623563051,0.1670200162,0.8329799838,0.2168466024,0.7831533976,0.0199939732,0.0029079403,32862,0.0946714564,1,1,0
2017,4,0.6838544628,0.3161455372,0.2141093259,0.7858906741,0,1,0.0242440678,0.0146847458,37920,0.1927511513,0,0,0
2017,5,0.7047326682,0.2952673318,0.2199026979,0.7800973021,0,1,0.0176462918,0.024890254,34487,0.1236554231,0,0,0
2017,6,0.6871860639,0.3128139361,0.213853356,0.786146644,0,1,0.0506028398,0.0102304249,41814,0.1542243232,0,0,0
2017,7,0.6269482962,0.3730517038,0.3404794709,0.6595205291,0.3331273893,0.6668726107,0.0475914775,0.0206757244,45613,0.1981243585,1,1,0
2017,8,0.6349137369,0.3650862631,0.3496414382,0.6503585618,0.359842993,0.640157007,0.0581904814,0.0161701079,61441,0.3337401918,1,1,0
2017,9,0.6842520461,0.3157479539,0.2730920314,0.7269079686,0.296505895,0.703494105,0.0927325081,0.0241183275,44926,0.1579094379,1,1,0
2017,10,0.5164896074,0.4835103926,0.533845031,0.466154969,0.5194925424,0.4805074576,0.1459664708,0.033858719,32938,0.1033273381,1,0,0
2017,11,0.3585554043,0.6414445957,0.6407079646,0.3592920354,1,0,0.3634338375,0.0614648051,34510,0.1399799312,1,0,0
2017,12,0.4644587067,0.5355412933,0.5159487328,0.4840512672,0.5359630869,0.4640369131,0.0452659784,0.0250812693,42200,0.2948216266,1,0,0
2017,13,0.4965966262,0.5034033738,0.5783832433,0.4216167567,0.546190428,0.453809572,0.1042585572,0.1254600293,117702,0.4938246625,1,0,0
2017,14,0.5732368897,0.4267631103,0.4580321786,0.5419678214,0,1,0.4001313659,0.0276784896,33616,0.1389616392,0,0,0
2017,15,0.6720038816,0.3279961184,0.2604982401,0.7395017599,0,1,0.0208295832,0.0387790264,49178,0.1631516704,0,0,0
2017,16,0.6205182284,0.3794817716,0.3791559387,0.6208440613,0,1,0.2268601751,0.0322304703,39319,0.1395804817,0,0,0
2017,17,0.6300387511,0.3699612489,0.3685961243,0.6314038757,0.3935682051,0.6064317949,0.0462687971,0.02393399,53645,0.2921521213,1,1,0
2017,18,0.6170122185,0.3829877815,0.369542722,0.630457278,0.3622911329,0.6377088671,0.0529995299,0.0665959524,68221,0.2598904058,1,1,0
2017,19,0.6805922293,0.3194077707,0.2673070468,0.7326929532,0,1,0.0630383207,0.0140801485,57261,0.2184070502,0,0,0
2017,20,0.5903847082,0.4096152918,0.3909016169,0.6090983831,0.4383765572,0.5616234428,0.0710368139,0.0213334035,46952,0.2203184973,1,0,0
2017,21,0.4783792441,0.5216207559,0.5240851064,0.4759148936,0.528761551,0.471238449,0.2417940633,0.0707965779,65928,0.2484984574,1,0,0
2017,22,0.6726059984,0.3273940016,0.3331135261,0.6668864739,0,1,0.1170826572,0.0185972233,48875,0.1761684643,0,0,0
2017,23,0.668524288,0.331475712,0.3440906447,0.6559093553,0.3451829152,0.6548170848,0.2886751017,0.0287739263,38105,0.2267127661,1,1,0
2017,24,0.637247912,0.362752088,0.3225806452,0.6774193548,0,1,0.0926132991,0.0201405282,43883,0.1814841648,0,0,1
2017,25,0.6016361447,0.3983638553,0.390725549,0.609274451,0.419425831,0.580574169,0.0492919357,0.0380622418,52523,0.2283395516,1,0,0
2017,26,0.5911550075,0.4088449925,0.4580636726,0.5419363274,0.4539955741,0.5460044259,0.0473926214,0.123520112,44699,0.2015827424,1,1,0
2017,27,0.5441114216,0.4558885784,0.4875145744,0.5124854256,0.497490179,0.502509821,0.2737695558,0.077206806,68426,0.2714175536,1,0,0
2017,28,0.5249936564,0.4750063436,0.4941850806,0.5058149194,0.4977913694,0.5022086306,0.1909629802,0.0771890012,77612,0.3058251038,1,0,0
2017,29,0.627863681,0.372136319,0.3528911798,0.6471088202,0.3563531213,0.6436468787,0.0594383057,0.0814111418,59398,0.2364825803,1,1,0
2017,30,0.6122389791,0.3877610209,0.3710924997,0.6289075003,0.3780902975,0.6219097025,0.1439896838,0.0607198924,61817,0.198058195,1,1,0
2017,31,0.4856222787,0.5143777213,0.5541237738,0.4458762262,0.5456339991,0.4543660009,0.2283168816,0.2016696058,92966,0.2720325622,1,0,0
2017,32,0.4627207325,0.5372792675,0.6108880572,0.3891119428,0.5854570501,0.4145429499,0.0713852285,0.1041253453,123865,0.5802252299,1,0,0
2017,33,0.5755780933,0.4244219067,0.4292720238,0.5707279762,0.4515514694,0.5484485306,0.067502796,0.0983561449,111488,0.4648183847,1,0,0
2017,34,0.446164026,0.553835974,0.6140717851,0.3859282149,0.6094196004,0.3905803996,0.026899468,0.0637430091,155772,0.7384781455,1,0,0
2017,35,0.3655639586,0.6344360414,0.7086065039,0.2913934961,1,0,0.0409147443,0.0887639922,126196,0.6713084644,1,0,0
2017,36,0.3103144543,0.6896855457,0.7362561952,0.2637438048,1,0,0.0977128371,0.09846501,115840,0.6457870685,1,0,0
2017,37,0.3940897563,0.6059102437,0.6995124384,0.3004875616,1,0,0.0618378612,0.1230819062,111543,0.5141826473,1,0,0
2017,38,0.3132445279,0.6867554721,0.7434257728,0.2565742272,0.7368130351,0.2631869649,0.1091580833,0.2505737797,89084,0.4580197283,1,0,0
2017,39,0.373180593,0.626819407,0.7098416999,0.2901583001,1,0,0.0653016259,0.24090817,87863,0.4053408129,1,0,0
2017,40,0.5321563148,0.4678436852,0.5588767477,0.4411232523,0.5031783665,0.4968216335,0.0581205866,0.1055947854,122040,0.5352482561,1,0,0
2017,41,0.40060012,0.59939988,0.6738129115,0.3261870885,1,0,0.0619804843,0.1395568653,120467,0.552923774,1,0,0
2017,42,0.461652099,0.538347901,0.6219761584,0.3780238416,0.6101932414,0.3898067586,0.1526443642,0.1284141214,113995,0.5175645619,1,0,0
2017,43,0.3297297297,0.6702702703,0.735483871,0.264516129,1,0,0.1568207726,0.1389993667,105014,0.5038747987,1,0,0
2017,44,0.3436260773,0.6563739227,0.7298519482,0.2701480518,1,0,0.2127692327,0.2407219735,80360,0.4155341818,1,0,0
2017,45,0.2520722113,0.7479277887,0.8042793166,0.1957206834,1,0,0.1130033382,0.1022193824,105372,0.6867473614,1,0,0
2017,46,0.2352778086,0.7647221914,0.8158536935,0.1841463065,1,0,0.2833001728,0.1726661082,69852,0.5121379831,1,0,0
2017,47,0.2347351006,0.7652648994,0.8178129661,0.182187034,1,0,0.074252859,0.1493902824,100938,0.6777440891,1,0,0
2017,48,0.2934367316,0.7065632684,0.7649353877,0.2350646123,1,0,0.0523082769,0.0792476727,112427,0.7707325757,1,0,0
2017,49,0.2098779645,0.7901220355,0.8401879195,0.1598120805,0.814719419,0.185280581,0.1832921388,0.3498577624,70402,0.4263565891,1,0,0
2017,50,0.5031877495,0.4968122505,0.5742682262,0.4257317738,0.5455825414,0.4544174586,0.1265966754,0.3369703787,72355,0.2244809838,1,0,0
2017,51,0.5048179638,0.4951820362,0.5474200351,0.4525799649,0.5298760314,0.4701239686,0.210991503,0.1867571924,93021,0.3735031047,1,1,0
2017,52,0.3130737341,0.6869262659,0.7592750466,0.2407249534,1,0,0.2777477586,0.2016690682,88362,0.3270055633,1,0,0
2017,53,0.2961382012,0.7038617988,0.7616178773,0.2383821227,0.7520350657,0.2479649343,0.03862792,0.12125299,110699,0.6166913337,1,0,0
2017,54,0.5650605514,0.4349394486,0.4427831044,0.5572168956,0.4200365693,0.5799634307,0.1723503422,0.0761710259,78598,0.2791370991,1,1,0
2017,55,0.5986263058,0.4013736942,0.3921781015,0.6078218986,0.4000464977,0.5999535023,0.1003576662,0.0233724945,78942,0.3341339338,1,0,0
2017,56,0.6183989236,0.3816010764,0.4053184442,0.5946815558,0.4041858253,0.5958141747,0.1286590022,0.0298023078,77761,0.3938397426,1,1,0
2017,57,0.2350384487,0.7649615513,0.8009144995,0.1990855005,1,0,0.169232446,0.0522465328,49015,0.4333649011,1,0,0
2017,58,0.5611922705,0.4388077296,0.4215418129,0.5784581871,0.3873936048,0.6126063952,0.0861660622,0.0425738836,71154,0.3581610834,1,1,0
2017,59,0.6251716247,0.3748283753,0.3585798504,0.6414201496,0.3590540093,0.6409459907,0.2569730048,0.0199228709,46711,0.1913474305,1,1,0
2017,60,0.5649079375,0.4350920625,0.4302500221,0.5697499779,0.3805297333,0.6194702667,0.3502310762,0.0172230674,35282,0.1385848037,1,1,0
2017,61,0.5818292128,0.4181707872,0.4038135825,0.5961864175,0,1,0.3555323279,0.0253573513,39215,0.1184194675,0,0,1
2017,62,0.5476876422,0.4523123578,0.4725932877,0.5274067123,0.481957968,0.518042032,0.2644679027,0.0597470796,57987,0.1484529639,1,0,0
2017,63,0.2845106248,0.7154893752,0.6904517303,0.3095482697,1,0,0.5796447859,0.0292299983,43471,0.1260246265,1,0,0
2017,64,0.5817589065,0.4182410935,0.3819699651,0.6180300349,0.3753332033,0.6246667967,0.2172760555,0.036361259,64202,0.2901545899,1,1,0
2017,65,0.6517487777,0.3482512223,0.3649233106,0.6350766894,0.3570250854,0.6429749146,0.1047265987,0.0273180635,91185,0.4272071721,1,1,0
2017,66,0.6369848478,0.3630151522,0.3816826614,0.6183173386,0.3628985296,0.6371014704,0.1711927522,0.0414500125,73215,0.2844105763,1,1,0
2017,67,0.4506469663,0.5493530337,0.64189731,0.35810269,0.579459938,0.420540062,0.0741515628,0.107800074,117572,0.5558090503,1,1,0
2017,68,0.5073516928,0.4926483072,0.5583410178,0.4416589822,0.506075956,0.493924044,0.1159848107,0.0484921559,70617,0.4944202011,1,0,0
2017,69,0.1292643923,0.8707356077,0.8729871645,0.1270128355,1,0,0.5773959866,0.1075106164,37626,0.1941634171,1,0,0
2017,70,0.1966565942,0.8033434058,0.8014328675,0.1985671325,1,0,0.6419045464,0.1033724248,40594,0.1519628824,1,0,0
2017,71,0.1094512039,0.8905487961,0.8947109916,0.1052890084,1,0,0.4923089646,0.0260778476,36501,0.2741558228,1,0,0
2017,72,0.5288598237,0.4711401763,0.5287342357,0.4712657643,0.528273715,0.471726285,0.0985607398,0.0416366303,69899,0.4867564047,1,1,0
2017,73,0.5274159617,0.4725840383,0.5420145862,0.4579854138,0.5137897242,0.4862102758,0.1716109548,0.0763676299,56746,0.3872430262,1,1,0
2017,74,0.2428349629,0.7571650371,0.753309566,0.246690434,0.9058089034,0.0941910966,0.6481536592,0.0344468418,43938,0.1834073436,1,0,0
2017,75,0.3873401803,0.6126598197,0.5804922795,0.4195077205,1,0,0.55163172,0.0174279449,36088,0.1030280387,1,0,0
2017,76,0.5262881814,0.4737118186,0.4591791237,0.5408208763,0,1,0.2558775874,0.0288111768,79824,0.2727732063,0,0,0
2017,77,0.2136958598,0.7863041402,0.7531717858,0.2468282142,0.8305654716,0.1694345284,0.594897176,0.0466347299,48528,0.1600007305,1,0,0
2017,78,0.5887637495,0.4112362505,0.400847788,0.599152212,0,1,0.174023307,0.0445109731,82990,0.3347869898,0,0,0
2017,79,0.3519654624,0.6480345376,0.6253109317,0.3746890683,1,0,0.3986949819,0.0379279183,56534,0.2395910979,1,0,0
2017,80,0.2299293835,0.7700706165,0.7457564365,0.2542435635,1,0,0.5615562548,0.0233035932,42117,0.2003786625,1,0,0
2017,81,0.572111826,0.427888174,0.3915741631,0.6084258369,0.4065079441,0.5934920559,0.1444561831,0.0623721198,71855,0.25907061,1,0,0
2017,82,0.560883252,0.439116748,0.4172213643,0.5827786357,0.4080377688,0.5919622312,0.08421459,0.0403011209,69533,0.4128024629,1,0,0
2017,83,0.5254174593,0.4745825407,0.4625782755,0.5374217245,0.4359747861,0.5640252139,0.1889451116,0.0719987867,57854,0.282266859,1,1,0
2017,84,0.5023765116,0.4976234884,0.4762949824,0.5237050176,0.4833561332,0.5166438668,0.2194849853,0.0817408652,70999,0.2434421889,1,1,0
2017,85,0.5113061985,0.4886938015,0.4970956463,0.5029043537,0.5100925717,0.4899074283,0.2059476851,0.0524090952,70356,0.296138784,1,1,0
2017,86,0.3866593275,0.6133406725,0.6872779154,0.3127220846,0.6910076275,0.3089923725,0.0760826147,0.2412415705,102797,0.4761084539,1,0,0
2017,87,0.4448942415,0.5551057585,0.635431918,0.364568082,0.6198163095,0.3801836905,0.2531484494,0.1047646534,47265,0.1759812396,1,0,0
2017,88,0.5992534456,0.4007465544,0.4283716823,0.5716283177,0.4156707625,0.5843292375,0.1395364282,0.0997099909,88236,0.2935738409,1,1,0
2017,89,0.1788138621,0.8211861379,0.8214064543,0.1785935457,0.8532995972,0.1467004028,0.5466315789,0.0491973684,39767,0.2247768461,1,0,0
2017,90,0.2107191938,0.7892808062,0.7789030956,0.2210969044,1,0,0.593485588,0.0347957428,43102,0.1310178103,1,0,0
2017,91,0.5586052374,0.4413947626,0.4424278404,0.5575721596,0.4344670261,0.5655329739,0.181554669,0.0396303453,69616,0.2747215525,1,1,0
2017,92,0.2015800204,0.7984199796,0.7901863759,0.2098136241,1,0,0.6297181216,0.0439599511,42653,0.1661977115,1,0,0
2017,93,0.4277866789,0.5722133211,0.6016352236,0.3983647764,0.6009251946,0.3990748054,0.3404710623,0.0901132495,55328,0.2339364711,1,0,0
2017,94,0.4833580247,0.5166419753,0.5296560254,0.4703439746,0.4997411785,0.5002588215,0.2712560687,0.0770986348,62509,0.2567065097,1,0,0
2017,95,0.2355191257,0.7644808743,0.7637758967,0.2362241033,1,0,0.6228258803,0.0318163865,40862,0.1601144515,1,0,0
2017,96,0.5769708586,0.4230291414,0.440142955,0.559857045,0.4296560451,0.5703439549,0.155885636,0.042339445,78403,0.3985769862,1,0,0
2017,97,0.702454444,0.297545556,0.2926890651,0.7073109349,0.2768309535,0.7231690465,0.1895336906,0.0194960666,66324,0.1828245656,1,0,0
2017,98,0.612918516,0.387081484,0.3424552176,0.6575447824,0.3486257854,0.6513742146,0.1608315975,0.0249559365,56128,0.1888905732,1,1,0
2017,99,0.5844890905,0.4155109095,0.4033341753,0.5966658247,0.3776814326,0.6223185674,0.2552331024,0.0338513387,56315,0.2004983677,1,1,0
2017,100,0.4860747051,0.5139252949,0.5136195116,0.4863804884,0.4772189745,0.5227810255,0.3062966916,0.0852980175,40012,0.1484275497,1,0,0
